Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Denominations,Pay Branch Code,Pay Teller,pkey
10660,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14757
10661,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14721
10662,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14731
10663,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14491
10664,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14701
10665,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14715
10666,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14485
10667,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14733
10668,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14495
10669,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14743
10670,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14739
10671,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14727
10672,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14761
10673,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14709
10674,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14702
10675,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3428540,TL-14704
10676,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29460
10677,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29468
10678,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29466
10679,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29464
10680,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29462
10681,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29489
10682,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29495
10683,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29491
10684,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29493
10685,2022-04-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,3428540,OL-29497
10686,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11125
10687,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11131
10688,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11121
10689,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11139
10690,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11133
10691,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11135
10692,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11129
10693,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11123
10694,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11127
10695,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11137
10696,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11141
10697,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11145
10698,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11149
10699,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11143
10700,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11147
10701,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11705
10702,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9314
10703,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11751
10704,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9320
10705,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11737
10706,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11747
10707,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11707
10708,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11733
10709,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11725
10710,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11703
10711,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9318
10712,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11717
10713,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11727
10714,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11743
10715,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11749
10716,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9304
10717,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9306
10718,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11701
10719,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11741
10720,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11729
10721,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9324
10722,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11713
10723,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11735
10724,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11723
10725,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11739
10726,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11753
10727,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9312
10728,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9302
10729,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11711
10730,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11715
10731,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11745
10732,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9308
10733,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11709
10734,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9322
10735,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11721
10736,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11731
10737,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-11719
10738,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9310
10739,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9399
10740,2022-04-18,BHARATIYA JANATA PARTY,*******8244,10000000,691,3428540,OC-9316
10741,2022-04-18,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540,TL-3488
10742,2022-04-18,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540,TL-3477
10743,2022-04-18,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540,TL-3481
10744,2022-04-18,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540,TL-3486
10745,2022-04-18,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540,TL-3484
10746,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12041
10747,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12039
10748,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12043
10749,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12045
10750,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-11989
10751,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12067
10752,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12056
10753,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12069
10754,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12071
10755,2022-04-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6370918,OC-12058
10756,2022-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3490777,OC-10226
10757,2022-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3490777,OC-10234
10758,2022-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3490777,OC-10236
10759,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10272
10760,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10314
10761,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10320
10762,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10366
10763,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10304
10764,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10352
10765,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10358
10766,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10290
10767,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10310
10768,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10354
10769,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10308
10770,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10274
10771,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10318
10772,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10342
10773,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10300
10774,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10270
10775,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10364
10776,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10316
10777,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10298
10778,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10312
10779,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10284
10780,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10336
10781,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10280
10782,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10356
10783,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10332
10784,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10322
10785,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10324
10786,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10292
10787,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10350
10788,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10276
10789,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10294
10790,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10326
10791,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10282
10792,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10328
10793,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10348
10794,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10302
10795,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10338
10796,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10278
10797,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10286
10798,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10288
10799,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10334
10800,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10296
10801,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10306
10802,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10330
10803,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10268
10804,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10360
10805,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,4609514,OC-10362
10806,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10340
10807,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10344
10808,2022-07-04,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-10346
10809,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12080
10810,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12088
10811,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12092
10812,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12084
10813,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12086
10814,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12090
10815,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12094
10816,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12078
10817,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12082
10818,2022-07-05,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12076
10819,2022-07-05,TELUGU DESAM PARTY,*******3067,10000000,847,3889823,OC-12072
10820,2022-07-05,TELUGU DESAM PARTY,*******3067,10000000,847,3889823,OC-12068
10821,2022-07-05,TELUGU DESAM PARTY,*******3067,10000000,847,3889823,OC-12070
10822,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12127
10823,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12137
10824,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12107
10825,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12097
10826,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12089
10827,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12135
10828,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12121
10829,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12125
10830,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12129
10831,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12115
10832,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12093
10833,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12101
10834,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12113
10835,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12111
10836,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12085
10837,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12105
10838,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12109
10839,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12119
10840,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12139
10841,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12123
10842,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12133
10843,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12117
10844,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12099
10845,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12131
10846,2022-07-06,BHARAT RASHTRA SAMITHI,*******7477,10000000,847,3889823,OC-12103
10847,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11714
10848,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11702
10849,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11716
10850,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11734
10851,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11740
10852,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11720
10853,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11706
10854,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11732
10855,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11710
10856,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11730
10857,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11728
10858,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11726
10859,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11708
10860,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11718
10861,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11738
10862,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11704
10863,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11736
10864,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11722
10865,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11712
10866,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11724
10867,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11754
10868,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11774
10869,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11772
10870,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11746
10871,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11788
10872,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11768
10873,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11758
10874,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11760
10875,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11778
10876,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11764
10877,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11784
10878,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11776
10879,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11748
10880,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11786
10881,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11766
10882,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11790
10883,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11780
10884,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11744
10885,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11752
10886,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11770
10887,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11756
10888,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11742
10889,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11750
10890,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11762
10891,2022-07-06,BIJU JANATA DAL,*******4340,10000000,41,7409060,OC-11782
10892,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10266
10893,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10248
10894,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10254
10895,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10256
10896,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10246
10897,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10250
10898,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10258
10899,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10252
10900,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10262
10901,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10264
10902,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10244
10903,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-10260
10904,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14740
10905,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14801
10906,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14710
10907,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14500
10908,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14712
10909,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14718
10910,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14498
10911,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14726
10912,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14714
10913,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14748
10914,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14746
10915,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14734
10916,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14744
10917,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14750
10918,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14720
10919,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14716
10920,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14722
10921,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14803
10922,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14728
10923,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14492
10924,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14708
10925,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14736
10926,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14494
10927,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14732
10928,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14738
10929,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14742
10930,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14730
10931,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14724
10932,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14706
10933,2022-07-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-14496
10934,2022-07-08,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,1012016,OC-11785
10935,2022-07-08,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,1012016,OC-11855
