Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Denominations,Pay Branch Code,Pay Teller,pkey
5550,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6989
5551,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6999
5552,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-123
5553,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-117
5554,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-107
5555,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-129
5556,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-112
5557,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-134
5558,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-141
5559,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-102
5560,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-154
5561,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473,TL-147
5562,2021-04-07,TELUGU DESAM PARTY,*******3067,10000000,847,3382516,OC-6976
5563,2021-04-07,TELUGU DESAM PARTY,*******3067,10000000,847,3382516,OC-6978
5564,2021-04-07,TELUGU DESAM PARTY,*******3067,1000000,847,3382516,TL-7549
5565,2021-04-07,TELUGU DESAM PARTY,*******3067,1000000,847,3382516,TL-7551
5566,2021-04-07,TELUGU DESAM PARTY,*******3067,1000000,847,3382516,TL-7543
5567,2021-04-07,TELUGU DESAM PARTY,*******3067,1000000,847,3382516,TL-7547
5568,2021-04-07,TELUGU DESAM PARTY,*******3067,1000000,847,3382516,TL-7545
5569,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8004
5570,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8010
5571,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8012
5572,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8001
5573,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8008
5574,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8014
5575,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8050
5576,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8006
5577,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8046
5578,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8048
5579,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8126
5580,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8118
5581,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8120
5582,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8122
5583,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8124
5584,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8131
5585,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8133
5586,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8153
5587,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8165
5588,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8143
5589,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8171
5590,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8159
5591,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8128
5592,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8151
5593,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8127
5594,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8161
5595,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8167
5596,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8169
5597,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8157
5598,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8135
5599,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8149
5600,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8155
5601,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8125
5602,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8141
5603,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8129
5604,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8123
5605,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8121
5606,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8139
5607,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8163
5608,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8175
5609,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8137
5610,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8147
5611,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8173
5612,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8119
5613,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8145
5614,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8459
5615,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-5743
5616,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8452
5617,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-5746
5618,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8456
5619,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-5748
5620,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8457
5621,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8454
5622,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8467
5623,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8470
5624,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8461
5625,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8474
5626,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8463
5627,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8465
5628,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8472
5629,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8140
5630,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8130
5631,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8136
5632,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8160
5633,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8142
5634,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8158
5635,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8132
5636,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8162
5637,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8156
5638,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8134
5639,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8138
5640,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8166
5641,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8150
5642,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8154
5643,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8168
5644,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8144
5645,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8148
5646,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8152
5647,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8146
5648,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-8164
5649,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6884
5650,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6915
5651,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6888
5652,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6892
5653,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6871
5654,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6905
5655,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6921
5656,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6901
5657,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6875
5658,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6873
5659,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6855
5660,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6909
5661,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6853
5662,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6919
5663,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6903
5664,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6917
5665,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6923
5666,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6851
5667,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6859
5668,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6867
5669,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6911
5670,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6861
5671,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6865
5672,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6907
5673,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6886
5674,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6863
5675,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6857
5676,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6869
5677,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6890
5678,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6894
5679,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6913
5680,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6898
5681,2021-04-08,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-6896
5682,2021-04-08,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-143
5683,2021-04-08,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-132
5684,2021-04-08,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-119
5685,2021-04-08,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-104
5686,2021-04-08,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-109
5687,2021-04-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-6880
5688,2021-04-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-6878
5689,2021-04-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-6925
5690,2021-04-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-6876
5691,2021-04-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-6882
5692,2021-04-08,TELUGU DESAM PARTY,*******3067,10000000,847,3382516,OC-6891
5693,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,10000000,300,7626363,OC-9155
5694,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,10000000,300,7626363,OC-9159
5695,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,10000000,300,7626363,OC-9157
5696,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13536
5697,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13538
5698,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13548
5699,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13534
5700,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13540
5701,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13544
5702,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13542
5703,2021-04-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,1000000,300,7626363,TL-13546
5704,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9227
5705,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9193
5706,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9215
5707,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9199
5708,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9233
5709,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9213
5710,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9195
5711,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9237
5712,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9207
5713,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9201
5714,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9203
5715,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9197
5716,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9217
5717,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9221
5718,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9231
5719,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9211
5720,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9223
5721,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9241
5722,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9225
5723,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9219
5724,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9229
5725,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9205
5726,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9239
5727,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9235
5728,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,7516991,OC-9209
5729,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8030
5730,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8034
5731,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8028
5732,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8040
5733,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8042
5734,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8036
5735,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8038
5736,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8026
5737,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8044
5738,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8032
5739,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8099
5740,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8202
5741,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8089
5742,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8095
5743,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8087
5744,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8085
5745,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8449
5746,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8093
5747,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8091
5748,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8208
5749,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8212
5750,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8206
5751,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8210
5752,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8204
5753,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8216
5754,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8214
5755,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9187
5756,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9181
5757,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9183
5758,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9171
5759,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9169
5760,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9161
5761,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9177
5762,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9175
5763,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9173
5764,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9167
5765,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9179
5766,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9191
5767,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9189
5768,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9163
5769,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9185
5770,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-9165
5771,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8220
5772,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8218
5773,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8224
5774,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510,OC-8222
5775,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13748
5776,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13953
5777,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13744
5778,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13742
5779,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13959
5780,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13951
5781,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13746
5782,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13957
5783,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13955
5784,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13750
5785,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13731
5786,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13735
5787,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13733
5788,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13729
5789,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13745
5790,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13743
5791,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13739
5792,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13741
5793,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13737
5794,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13961
5795,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13963
5796,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13964
5797,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13952
5798,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13749
5799,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13962
5800,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13966
5801,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13956
5802,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13954
5803,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13960
5804,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13747
5805,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13958
5806,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13530
5807,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13532
5808,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13965
5809,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13970
5810,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13976
5811,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13968
5812,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13972
5813,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510,TL-13974
5814,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,100000,1,3476510,OL-1331
5815,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,100000,1,3476510,OL-1337
5816,2021-04-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,100000,1,3476510,OL-1335
